Smiles,Solvent,Lifetime (ns),Quantum yield,Fluorescent labeling
ClC1=CC=CC(=C1)N1CCN(CC1)C(=O)C1=NC(=NC=C1Cl)N1CCOCC1,,,,No 
ClC1=CC(NC(=O)CN2C3=CC=CC=C3OCCC2=O)=CC=C1C#N,,,,No 
CC1=C(SC(COC2=CC=C(F)C=C2)=N1)C(=O)NC1=CC=CC(Cl)=C1F,,,,No 
ClC1=CC=C2N=NN(OCC3=CC4=C(OCCO4)C=C3Br)C2=C1,,,,No 
CCC1=CC=C(C=C1)C(=O)N1CC(=O)NC2=CC(=CC=C12)C(F)(F)F,,,,No 
Cl.C(NC(CN1CCOCC1)C1=CC=CC=C1)C1=CC=CC2=CC=CN=C12,,,,No 
CC(NC(=O)C1CCCN(C1)C(=O)C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,,,,No 
COC1=CC=C(CN2CCCN(CC2)C(=O)C2=CC=C(C=C2)N2C=CN=C2)C=C1,,,,No 
NC(=O)C1=CC=C(Cl)C=C1NCC(=O)N1CCCC2=CC=CC=C12,,,,No 
O=C(N1CCN(CC1)C1=CC(=CC=N1)C#N)C1(CC1)C1=CC=CC=C1,,,,No 
Cl.COC1=CC=C(OC2=CC=C(CNCC3=CC=CC(F)=C3)C=N2)C=C1,,,,No 
FC1=CC=CC(=C1)S(=O)(=O)N1CCN(CC1)C(=O)C1=C(Cl)C2=CC=CC=C2N1,,,,No 
C(NC1=C2C=CSC2=NC=N1)C1=NC2=CC=CC=C2S1,,,,No 
FC(F)(F)C1=CC=C(C=C1)C1=NOC(CNC2=CC=C(C=C2)C(=O)NC2CC2)=N1,,,,No 
CN(CC1=NC2=CC=CC=C2N1C(F)F)C(=O)C1=CC=C(C)N=C1,,,,No 
CC1=CC=C(NC(=O)C2=CC3=CC(F)=CC=C3N2)C(Cl)=C1,,,,No 
CC1=NN(C(C)=C1CC(=O)NC1=CC=CC(Cl)=C1F)C1=CC=C(C=N1)C(F)(F)F,,,,No 
CC(N(C)CC1=NN=C(O1)C1=CC=CC=C1)C1=CC2=CC=CC=C2O1,,,,No 
CC1=C(C(=O)NC(C2CCCC2)C2=CC=C(F)C=C2)C(C)=NO1,,,,No 
CC1CCCN(CC2=CSC(NC(=O)C3=CC=CC=C3)=N2)C1,,,,No 
CC(C)(CNC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)N1CCOCC1,,,,No 
CCC(=O)N1CCCCC1C(=O)NCC12CC3CC(CC(C3)C1)C2,,,,No 
NC1=NC(CN2C=CC=C(C2=O)C(F)(F)F)=NC(NC2=CC=CC=C2)=N1,,,,No 
CC1=CC=CC(C)=C1NC(=O)CN1CCN(CC1)C(=O)C1=NNC(=C1)C1=CC=C(F)C=C1,,,,No 
CCN(CC1=CC=C2OCCOC2=C1)C(=O)C1=CC=C(OC2=CC=CC=C2)N=C1,,,,No 
CNC(=O)C1CCN(CC1)C(=O)C1=C(Cl)C2=CC=CC=C2S1,,,,No 
CN1C2=CC=CC=C2C(Cl)=C1C(=O)N1CCN(CC2=CC=C(C=C2)C#N)CC1,,,,No 
ClC1=CC=C(C(=O)N2CCC(CC2)C(=O)N2CCCC2)C(Cl)=C1,,,,No 
CN(CC1=CC=C(F)C=C1)C(=O)CN1CC2=CC=CC=C2CC1C(=O)N1CCCC1,,,,No 
COC1=CC=C(C=C1OC)C(=O)N1CCN(C)CC1C1=CC=CC=C1,,,,No 
O=C(NCC1CC1)C1=CN(CC2=CC=CC=C2)C2=CC=CC=C12,,,,No 
COC1=CC(CCC(=O)N2CCCC3=CC=C(F)C=C23)=CC(OC)=C1OC,,,,No 
CCOC1=CC=C(NC(=O)N2CCC3CCCCC3C2)C=C1,,,,No 
FC1=CC=C(CN2CCN(CC2)C2=CC=CC=C2)C(Cl)=C1,,,,No 
NS(=O)(=O)C1=CC=C(CNC2=NC3=CC=CC=C3S2)C=C1,,,,No 
CC1=C(N=C(NC(=O)C2=CC=C(C=C2)N2C=NC=N2)S1)C1=CC=C(F)C(F)=C1,,,,No 
FC1=CC=C(C=C1)S(=O)(=O)N1CCCC(C1)C(=O)NC1CCCC2=CC=CC=C12,,,,No 
CC1=C(N=C(O1)C1=CC=CS1)C(=O)N1CCCC2=CC=CC=C12,,,,No 
CC(C)C1=CC=C2C=C(NC2=C1)C(=O)NC1=CC=CC=N1,,,,No 
FC1=CC=C2CCCN(C(=O)C3=CC(Cl)=CC=C3F)C2=C1,,,,No 
CC(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)N1CCN(CC1)C1=NC=CC=N1,,,,No 
O=C(C(C1=CC=CC=C1)C1=CC=CC=C1)N1CCN(CC1)C(=O)C1=CC=CN=C1,,,,No 
ClC1=CC=C(Cl)C(NC(=O)NC2CCN(CC3=CC=CC=C3)CC2)=C1,,,,No 
COC(=O)CC1N(CC2=CC=CC=C2)CCNC1=O,,,,No 
COC1=C2N=C(NC(=O)C3=CC4=CC=CC=C4S3)SC2=CC=C1,,,,No 
CN1CCN(C(C1)C1=CC=CC=C1)C(=O)C1=NNC2=CC=CC=C12,,,,No 
O=C(NC1=CC=CC(=C1)C#N)C1CCCN1C1=NC=CS1,,,,No 
FC1=CC=C(C=C1)C1=NOC(COC2=CC=C(Cl)C=C2C(=O)NC2=CC=CC=C2)=N1,,,,No 
CC1=NOC2=NC(C)=CC(C(=O)NC3=NC(=CS3)C3=CC=C(C)C=C3)=C12,,,,No 
O=C(CC1=CN(N=C1)C1=CC=CC=C1)NC1=CC=CC=C1N1C=CC=N1,,,,No 
FC1=CC=C(C=C1)C1=CC(=NN1)C(=O)N1CCCC2CCCCC12,,,,No 
CC1=CC=CC(=C1)N1CCN(CCC2=CC=NC=C2)CC1,,,,No 
COC1=CC=C(CNC(=O)C2=CN=C3N(CC4=CC=CC=C4)N=CC3=C2)C=C1,,,,No 
CC(NC(=O)C1CCC(=O)N1)C1=CC=C(C=C1)C1=CC=CC=C1,,,,No 
CCOC1=CC=C2N=C(NC(=O)C3=CC4=CC=CC=C4S3)SC2=C1,,,,No 
O=C(NCC12CC3CC(CC(C3)C1)C2)C1=CC=C(CN2CCOCC2)C=C1,,,,No 
CC(N(C)C(=O)C1CC2=CC=CC=C2O1)C1=CC=C(C=C1)S(C)(=O)=O,,,,No 
O=C(NCC1(CCCCC1)C1=CC=CC=C1)C1CCN(CC1)C(=O)C1CC1,,,,No 
ClC1=CC=C(C=C1Cl)C(=O)NC1=CC=CC(OCC(=O)N2CCCC2)=C1,,,,No 
COC1=CC=CC=C1CC(=O)N1CCCC2=CC=C(F)C=C12,,,,No 
COC1=CC=C(C=C1OC)C1CCCN1C(=O)C1=CC2=CC=C(F)C=C2S1,,,,No 
ClC1=CC=C2NC(=CC2=C1)C(=O)NC1=CC=CC=C1C(=O)N1CCCCC1,,,,No 
CN1C=C(C(=O)NCC2=NN=C3CCCCCN23)C2=CC=CC=C12,,,,No 
CCN(C(=O)C1=CC=CC(OC)=C1)C12CC3CC(CC(C3)C1)C2,,,,No 
FC1=CC=C2SC(=CC2=C1)C(=O)NC1=NC2=CC=CC=C2S1,,,,No 
CN(C)C1=CC=C(NC(=O)CN2C(=O)C3C4CC(C=C4)C3C2=O)C(C)=C1,,,,No 
CC1=NN(C(C)=C1)C1=CC=C(CC(=O)NC2=CC=CC=C2)C=C1,,,,No 
CC1=NC2=CC=CC=C2N1CC(=O)NC1=CC=CC=C1OC(F)(F)F,,,,No 
CC1CCN(CC2=CSC(NC(=O)C3=CC=C(OCC4=NC=CN4C)C=C3)=N2)CC1,,,,No 
COC(=O)C1=CC=CC(=N1)C(=O)NC1=NC(=C(C)S1)C1=CC=C(Cl)C=C1,,,,No 
FC1=CC=C2CCCN(C(=O)C3=CC=C(F)C(F)=C3)C2=C1,,,,No 
CC1=NN(C(C)=C1CC(=O)NC1=NN=CS1)C1=CC=C(C=N1)C(F)(F)F,,,,No 
CCOC1=CC=CC=C1C(=O)NCC(=O)N1CCN(CC1)C1=C2C=NN(C)C2=NC=N1,,,,No 
CC1=C(SC=C1)C(=O)N1CCC(CC2=CC=CC=C2)CC1,,,,No 
COC1=CC=CC=C1N1C(C)=NN=C1SC1=CC=CC=C1[N+]([O-])=O,,,,No 
COC1=CC=CC=C1N1CCN(CC1)C(=O)C1=CN=C(C)C=N1,,,,No 
CC1=NC2=NC=C(C(=O)N3CCN(CC4=CC=CC=C4C)CC3)C(O)=C2C=C1,,,,No 
CC(=O)NCC1=CC=C(C=C1)C(=O)N1CCCC2=CC=C(F)C=C12,,,,No 
FC(F)(F)C1=CC=C(C=N1)C(=O)NC1CC2CC1C1CCCC21,,,,No 
FC1=CC=C(C(=O)NC2=CC=CN=C2OC2=CC=CC=C2)C(F)=C1,,,,No 
FC1=CC=C2CCCN(C(=O)C3=CC=C(Br)C=C3)C2=C1,,,,No 
COC1=CC=C(C=C1)C1CCCN1C(=O)C1=CC2=CC=CC=C2S1,,,,No 
CCOC1=CC=CC=C1C1=NN=C(O1)SCC1=CC=CC(=C1C)[N+]([O-])=O,,,,No 
ClC1=CC=C(CSC2=NN=C(O2)C2=CNC3=CC=CC=C23)C2=NC=CC=C12,,,,No 
CC1=NN(CC2=CC=C(C)C=C2)C(C)=C1C(=O)NC1=CC=C(Cl)C(Cl)=C1,,,,No 
ClC1=CC=C(NC(=O)N2CCCC2C2=NN=C3CCCCCN23)C=C1Cl,,,,No 
CCN1CCCC1CNC(=O)C1=NNC(=C1)C1=CC=CC=C1Cl,,,,No 
O=C(C1CCN(CC1)C1=CC=C(C=N1)C#N)N1CCCCCC1,,,,No 
FC1=CC=C2CCCN(C(=O)CN3C(=O)COC4=CC=C(Cl)C=C34)C2=C1,,,,No 
CC1=CC=C(NC(=O)CN2C=NC3=CC=C(Br)C=C3C2=O)C2=CC=CN=C12,,,,No 
ClC1=CC=CC=C1CN1C(=O)NC(CC2=CNC3=CC=CC=C23)C1=O,,,,No 
CCOC1=CC=CC=C1N1CCN(CC1)C(=O)C1=CC=C2N(CCC2=C1)C(=O)CC,,,,No 
FC1=CC=CC=C1C1=CC(=NO1)C(=O)NC1=CC=CC=C1N1CCCC1=O,,,,No 
CCN1C(SCC2=CC=CC(=C2C)[N+]([O-])=O)=NN=C1C1=CC=CC=C1C,,,,No 
CN1C=CN=C1CN(C1CC1)C(=O)C1=CC(Cl)=CC(Cl)=C1,,,,No 
CC1=NC(=CC=C1C(=O)NC1CCC(CC1)C1=CC=CC=C1)C(F)(F)F,,,,No 
O=C(C1CCN(CC1)C(=O)C1=CC=CC(=C1)C#N)N1CCCC1,,,,No 
O=C(NC1CCC2=CC=CC=C12)C1=CC=C(CN2CCOCC2)C=C1,,,,No 
CN(CC1=CC=NC=C1)C(=O)C1=C(C)N(N=C1)C1=CC=CC=C1,,,,No 
FC(F)(F)C1=CC=CC(=C1)N1CCN(CC1)C(=O)C1=CC=CN=C1N1CCCCC1,,,,No 
COC1=CC=C(CCC(=O)N2CCCC3=CC=C(F)C=C23)C=C1OC,,,,No 
BrC1=CC=C(SCC2=NC(=NO2)C2=CSC=C2)C=C1,,,,No 
COC1=CC(Cl)=C(C)C=C1NC(=O)C1=CN=CN1C1=CC=C(F)C=C1,,,,No 
FC(F)(F)C1=NC2=CC=CC=C2N1CC(=O)N1CCC(CC1)N1CCCC2=CC=CC=C12,,,,No 
CCOC1=CC=C2N=C(NC(=O)CC3=CN4C=CC=CC4=N3)SC2=C1,,,,No 
COC1=CC=C(C=N1)C(=O)NC1CCC(CC1)C1=CC=CC=C1,,,,No 
O=C(CN1C(=O)OC2=CC=CC=C12)N1CCN(CC2=CC=C(C=C2)C#N)CC1,,,,No 
O=C(CN1CCCC2=CC=CC=C12)N1CCC2=CC=CC=C2C1,,,,No 
CC1=NC2=CC=CC=C2C(C)=C1CC(=O)NC1=CC=C(Cl)C=C1Cl,,,,No 
CN(CC1=CC=C2OCOC2=C1)C(=O)C1=C(C=CS1)C1=CC=C(C)C=C1,,,,No 
CC(=O)N1CCC2=CC(=CC=C12)C(=O)NCC1=CC=C(OCC(F)(F)F)C=C1,,,,No 
CN(CC1=CN(N=C1)C1=CC=CC=C1)CC1=CC=C2OCOC2=C1,,,,No 
FC(F)(F)C1=CC=C(NC(=O)N2CCN(CC3=CC=CN=C3)CC2)C=C1,,,,No 
FC1=C2C=C(SC2=CC=C1)C(=O)NC1CCCC(C1)C(F)(F)F,,,,No 
CC(N1CCC(CC1)C(=O)N1CCCC1)C(=O)NC1=CC=C(Cl)C=C1,,,,No 
O=C(N1CCCCC2=CC=CC=C12)C1=CC=C(CN2C=CC=N2)C=C1,,,,No 
OC1=CC=CN=C1NC(=O)C1=NC2=CC=CC=C2C=C1,,,,No 
CC1=NN2C(=C1)N=C(NCC1=NN=C3C=CC=CN13)C1=CC=CC=C21,,,,No 
FC1=C2C=C(SC2=CC=C1)C(=O)N1CCCC1CC1=CC=CC=C1,,,,No 
ClC1=C(NC2=CC=CC=C12)C(=O)NC1=CC=C(Cl)C=C1,,,,No 
CN(CC1COC2=CC=CC=C2O1)C(=O)C1=CC2=C(F)C=CC=C2S1,,,,No 
CC1CCC(CC1)NC(=O)C1=CN(C)C2=CC=CC=C12,,,,No 
CCN(CC)CC1=CC=CC=C1CNC(=O)N1CCN(CC1)C1=CC=CC=C1,,,,No 
FC1=CC=C(C=C1)C1=NC(CS(=O)(=O)CC2=CC=CC=C2)=CO1,,,,No 
CC1=NN(N=C1C(=O)N1CCCC2=CC=C(F)C=C12)C1=CC=CC=C1,,,,No 
CC(=O)NCC1=CC=C(C=C1)C(=O)N1CCCCC2=CC=CC=C12,,,,No 
O=C(CN1C(=O)OC2=CC=CC=C12)N1CCN(CC2=CC=CC=C2)CC1,,,,No 
CC(OC1=CC=CC(Cl)=C1)C(=O)N1CCOC2=CC=CC=C12,,,,No 
BrC1=CC=C2NC(=CC2=C1)C(=O)NC1CCN(CC1)C(=O)C1=CC=CC=C1,,,,No 
CN(C1CCCC2=CC=CC=C12)C(=O)C1=CN(N=N1)C1=CC=CC=C1C(F)(F)F,,,,No 
CC1=C(C=CO1)C1=NN=C(O1)SCC1=CC=C(Cl)C2=CC=CN=C12,,,,No 
BrC1=CN=CC(=C1)C(=O)N1CCN2C1=NC1=CC=CC=C21,,,,No 
C(OC1CCN(CC2=CC=CC=C2)CC1)C1=CC=CC=C1,,,,No 
FC(F)(F)OC1=CC=C(CN2CCN(CC(=O)N3CCCC3)CC2)C=C1,,,,No 
COC1=CC=CC(=C1)N1CCN(CC1)C(=O)C1=CC=NC(C)=N1,,,,No 
FC(F)(F)C1=NN(CC(=O)NC2=CC=CC3=C2CCCC3)C=C1,,,,No 
FC1=CC=C(C=C1)C1=CC=C(S1)C(=O)N1CCCC1,,,,No 
COC1=CC=C(C)C=C1NC(C)C(=O)N1CCC2=CC=CC=C2C1,,,,No 
FC1=CC=C2C(CC(=O)NC2=C1)C(=O)N1CCCC2CCCCC12,,,,No 
FC(F)(F)C1=CC=CC(=C1)N1CCN(CC2=CC=C(C=C2)C#N)CC1,,,,No 
NC(=O)C1=CC=CC=C1OCC1=CC=C(Cl)C2=CC=CN=C12,,,,No 
CCC1=CC=C(C=C1)N(C(C)=O)C1=NC(COC2=CC(Cl)=CC=C2Cl)=CS1,,,,No 
ClC1=C(NC2=CC=C(Br)C=C12)C(=O)N1CCN(CC1)C1=CC=CC=C1,,,,No 
OC1=CC(CSC2=NN=C(N2C2CC2)C2=CC=CC=C2F)=NC2=C(C=NN12)C#N,,,,No 
NC(=O)C1=CC=CN=C1N1CCN(CC1)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,,,,No 
CC(=O)N1CCN(CC2=CC=C(C=C2)C(=O)N2CCCC2)CC1,,,,No 
CN1N(C(=O)C(NC(=O)C2=C(Cl)C3=CC=CC=C3N2)=C1C)C1=CC=CC=C1,,,,No 
COCC1=CC=C(C=C1)C(=O)N1CCCCC2=CC=CC=C12,,,,No 
FC1=CC=C2C(CC(=O)NC2=C1)C(=O)NC(C1CC1)C1CC1,,,,No 
CNC(=O)C1CCN(CC1)C(=O)C1=CC=C(C=C1)N1C=CC=N1,,,,No 
FC1=CC=C2NC(C(=O)N3CCN(CC3)C(=O)C3=CC=CC=C3)=C(Cl)C2=C1,,,,No 
CC1=CC=C(C=C1)C1=NOC(CSCC2=NN=NN2C2=CC=CC=C2)=N1,,,,No 
COC1=CC(=CC(OC)=C1)C(=O)N1CCC(CC1)C(=O)N1CCCCC2=CC=CC=C12,,,,No 
CC1CC2=CC=CC=C2N1C(=O)CN(C)C1CCC2=CC=CC=C12,,,,No 
CC1=CC=C(OC2=CC=C(NC(=O)CCNC(=O)C3=CC=CO3)C=N2)C=C1C,,,,No 
O=C(N1CCCCC2=CC=CC=C12)C1=CC=C(CN2C=NC=N2)C=C1,,,,No 
COCC1=CC(NC(=O)C2=C(C)N=C(S2)C2=CC=C(Cl)C=C2)=CC2=C1OCOC2,,,,No 
CC1=C(SC=C1)C(=O)N1CCN(CC1)C1=CC=CC=N1,,,,No 
O=C(COC1=CC=C2CCCC2=C1)N1CCC(CC1)C1=CC=CC=C1,,,,No 
CCN(C(=O)C1=CN(CC2=CC=CC=C2Cl)N=C1)C1=CC=CC=C1C,,,,No 
CC(NC1=CC=CC2=C1CCCC2)C(=O)N1CCCC1,,,,No 
FC1=CC=C(C=C1F)C(=O)NC1=NN(C=C1)C1=CC=CC=C1,,,,No 
CN1C=CN=C1C(NC(=O)C1=CC=C(O1)C1=CC=C(F)C=C1)C1=CC=C(Cl)C=C1,,,,No 
CN1N(C(=O)C(NC(=O)N2CCCC2CC2=CC=CC=C2)=C1C)C1=CC=CC=C1,,,,No 
O=C(CCC1=CC=C(C=C1)C#N)N1CCCCC2=CC=CC=C12,,,,No 
O=C(NC1CCN(CC2=CC=CC=C2)CC1)C1CC2=CC=CC=C2O1,,,,No 
NC(=O)C1=CC=CN=C1N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,,,,No 
CC1=NOC(=N1)C1=CC=C(C=C1)C(=O)N1CCCC2=CC=CC=C12,,,,No 
O=C(CCN1C=CC2=CC=CC=C12)NC1CCN(CC2=CC=CC=C2)C1,,,,No 
CCC1CCCCN1S(=O)(=O)C1=CC=C2OCCOC2=C1,,,,No 
O=C(CN1N=NC(=N1)C1=CC=CS1)NC1=CC=C2OCCOC2=C1,,,,No 
ClC1=CC=C(OCCN2CCN(CC(=O)N3CCCCC3)CC2)C(Cl)=C1,,,,No 
O=C(CCC1=CC=CC=C1)N1CCC(CC1)C(=O)N1CCCCC2=CC=CC=C12,,,,No 
COC1=CC=CC(=C1)C(=O)N1CCN(CC(=O)NC2=CC=CC(C)=C2C)CC1,,,,No 
CC(NC(=O)C1=CC=CC(CS(=O)(=O)C2=CC=CC=C2)=C1)C1=CC=CC=C1F,,,,No 
O=C(N1CCNC(=O)C1)C1=CC=C(C=C1)C1CCCCC1,,,,No 
CCOC1=CC=CC=C1N1CCN(CC2=CC=CC=C2C#N)CC1,,,,No 
O=C(NCC1=CC=C(CN2CCCCC2)C=C1)C1=CC=CC2=NC=CC=C12,,,,No 
ClC1=CC=CC(=C1)C1=CN=C(COC2=CC=CC3=C2CCC3=O)O1,,,,No 
COC1=CC=C(OC(C)C(=O)N2CCN(C)CC2C2=CC=CC=C2)C=C1,,,,No 
CC(N1CCCC2=CC=CC=C12)C(=O)N1CC(=O)NC2=CC=CC=C12,,,,No 
FC(F)(F)C1=CC=CC=C1NC(=O)CN1CCN(CCN2CCCC2=O)CC1,,,,No 
O=C(COC1=CC=CC=C1)NC1=C2CCCC2=NN1C1=CC=CC=C1,,,,No 
FC1=CC=CC(OCC(=O)N2CC(OC3=CC=CC=C23)C(=O)N2CCCCC2)=C1,,,,No 
ClC1=CC=C(Cl)C(=C1)C(=O)N1CCCC1C(=O)NC1CCCCC1,,,,No 
ClC1=CC=NC(=C1)C(=O)NCC(=O)N1CCC(CC1)C1=NC2=CC=CC=C2O1,,,,No 
O=C(N1CCCCC2=CC=CC=C12)C1=NC2=CC=CC=C2C=C1,,,,No 
CC1=C(N=C(O1)C1=CC=CC=C1)C(=O)N1CCCC2=CC=CC=C12,,,,No 
ClC1=CC=C(C=C1)C1=CN=C(CCC(=O)N2CCCC2C2=CC=NC=C2)O1,,,,No 
COC1=CC=C(C=C1)C1=NOC(CN(C)C(C2=CC=CC=C2)C2=CC=C(F)C=C2)=N1,,,,No 
FC1=CC=C(C=C1)N1C=CC(=N1)C(=O)N1CCCSC2=CC=CC=C12,,,,No 
FC1=CC(=CC(F)=C1)C(=O)NC1=CC=CC(CN2C=CC=N2)=C1,,,,No 
O=C(NCC1=CC=CC=C1)C1CCN(CC1)C(=O)C1=CC=CN=C1N1CCCCC1,,,,No 
CC1=CC(C)=C(NCC2=NC(=NO2)C2=CC=CS2)C(Cl)=C1,,,,No 
O=C(C1CC(=O)NC2=CC=CC=C12)N1CCC(CC1)C1=CC=CC=C1,,,,No 
CC(C)C(=O)N1CCC(CC1)NC(=O)CC1=CC=C2CCCCC2=C1,,,,No 
O=C(N1CCC(CC1)C1=NC2=CC=CC=C2N1)C1=CC=CC(=C1)C#N,,,,No 
CC1=CC=CN=C1NC(=O)CC1=CSC(=N1)C1=CC=CC=C1Cl,,,,No 
FC1=CC(F)=C2N(CC3=NC(=NO3)C3=CC=CO3)CCCC2=C1,,,,No 
CN(C1CCCC2=CC=CC=C12)C(=O)C1=CC2=CC=CC=C2N1,,,,No 
FC1=CC=CC(=C1)C1=NOC(=C1)C(=O)N1CCCSC2=CC=CC=C12,,,,No 
FC1=CC=C(C=C1)C(=O)NC1=CC=CC(=C1)C(=O)N1CCCC1,,,,No 
CC(NC(=O)C1CC2=CC=CC=C2CN1C(C)=O)C1=CC=C(C=C1)S(C)(=O)=O,,,,No 
CN(CC1=C(F)C=CC=C1Cl)C(=O)C1=CC2=NC(C)=C(C)N=C2C=C1,,,,No 
CC1=CC=C(C=C1)C(=O)N1CC(=O)NC2=CC(=CC=C12)C(F)(F)F,,,,No 
CCC(C(=O)N1CCC(CC1)C(=O)N1CCCCCC1)C1=CC=CC=C1,,,,No 
COC1=CC=C(NC(=O)C2=CC=C(NC2=O)C(F)(F)F)C=N1,,,,No 
BrC1=CC=CC(CN2CCN(CC2)C2=CC=CC=C2)=C1,,,,No 
COC1=CC=C(C2CCCN2C(=O)C2=CC=C(C)C(C)=C2)C(OC)=C1,,,,No 
CC(N1CCN(CC1)C(=O)CC1=CC=C(F)C=C1)C(=O)NC1CC1,,,,No 
COC1=CC=C(CCC(=O)N2CCC(CC3=CC=CC=C3)CC2)C=C1,,,,No 
CCOC1=CC=C(C=C1)C1CCCN1C(=O)C1=CC=C(Br)S1,,,,No 
CN1CCN(C(C1)C1=CC=CC=C1)C(=O)CN1C(=O)C=NC2=CC=CC=C12,,,,No 
FC1=CC=C(C=C1)C(=O)NC1CCN(CC1)C(=O)CCC1=CNC2=CC=CC=C12,,,,No 
FC1=CC=C(C=C1)N1CCN(CC1)C(=O)NC1=CC=CC(=C1)N1CCNC1=O,,,,No 
CC(C)C(=O)N1CCCC(C1)C(=O)N1CCN(CC1)C1=CC=CC(C)=C1,,,,No 
CN1C(CC2=CC=CS2)=NN=C1SC1=NC2=CC=CC=C2S1,,,,No 
FC1=CC=CC(Cl)=C1C(=O)N1CCC2=C(C1)C=CS2,,,,No 
CC1=CN=C(C=N1)C(=O)N1CCN(CC1)C(=O)C1=CC=CC=C1,,,,No 
CN1C2=CC=CC=C2C(Cl)=C1C(=O)NC1=CC=CC2=NC=CC=C12,,,,No 
CC1=C(CC(=O)NCC2=CC=C(CN3CCCC3)C=C2)C2=CC=CC=C2N1,,,,No 
ClC1=CC=CC(NC(=O)C2CCN(CC2)S(=O)(=O)CC2=CC=CC=C2)=C1,,,,No 
ClC1=CC=CC(=C1)N1CCN(CC1)C(=O)NC1=CC=CC(=C1)N1CCNC1=O,,,,No 
FC1=CC=C(C=C1)C1=NC(CS(=O)(=O)CC2=CC=CC=C2F)=CO1,,,,No 
CC1=CC(Cl)=CC=C1NC(=O)C1=NNC(=C1)C1=CC=CC=C1,,,,No 
CC1=CC=C(C)C(NC(=O)C2CCCN(C2)C(=O)CC2=CC=CC=C2)=C1,,,,No 
O=C(NC1=NC=CS1)C1=CN=C2N(CC3=CC=CC=C3)N=CC2=C1,,,,No 
FC1=CC=C(OCC(=O)N2CCN(CC2)C(=O)C2=CC=C(Cl)C=C2)C=C1Cl,,,,No 
CCOC1=CC=CC=C1N1CCN(CC1)C(=O)C1=CC=NC=C1,,,,No 
FC1=CC=C(C=C1)C(=O)NC1=NC2=CC=CC=C2C=C1,,,,No 
CC1=CC=C(Cl)C=C1N1CCN(CC1)C(=O)C1=CC=CN=C1N1CCCCC1,,,,No 
FC1=CC=C2CCCN(C(=O)C3=CC=CC(=C3)C(F)(F)F)C2=C1,,,,No 
FC1=CC=CC(=C1)C(=O)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1,,,,No 
CC1=NN(C(NC(=O)CC2=CC=C(F)C=C2)=C1)C1=CC=C(C)C=C1,,,,No 
CC1=CC=C(CC(=O)NC2=CC=CN=C2N2C=CC=N2)C=C1,,,,No 
CC1=CC=C(C=C1F)C(=O)NC1=CC=CN=C1N1C=CC=N1,,,,No 
CC(NC(=O)C1=CC=C(C=C1)N(C)C)C1=C(C)N(N=C1)C1=CC=C(F)C=C1,,,,No 
COC1=CC=CC(=C1)C(=O)N1CCN(CC1)C(=O)C1=CC=CC=C1OC(F)F,,,,No 
FC(F)(F)C1=CC=CC(CN2N=NC(=N2)C2=CC=CS2)=C1,,,,No 
CN1C2=CC=CC=C2C(Cl)=C1C(=O)N1CCN(CC1)S(=O)(=O)C1=CC=CC=C1,,,,No 
O=C1CCC2=CC(=CC=C2N1)S(=O)(=O)N1CCCC1CC1=CC=CC=C1,,,,No 
CN1CCN(C(C1)C1=CC=CC=C1)C(=O)CNC(=O)C12CC3CC(CC(C3)C1)C2,,,,No 
FC1=CC=C(C=C1F)C(=O)NC1=CC=CC(CN2C=CC=N2)=C1,,,,No 
O=C(NC1=CC=CC=C1)C1CCCN(C1)C(=O)C1=CC=C2NC=NC2=C1,,,,No 
COC1=CC(=CC2=C1OCCO2)C(=O)N1CCCC2=CC=CC=C12,,,,No 
O=C(NC1=CC=CC=C1OC1=CC=CC=C1)N1CCN(CC2=CN3C=CC=CC3=N2)CC1,,,,No 
CCOC1=CC=C(CN2CCN(CC2)C(=O)C2=C(O)C3=CC=C(C)N=C3N=C2)C=C1,,,,No 
CNC(=O)C1CCCCN1C(=O)C1=CC=C(C)O1,,,,No 
COC(=O)C1=CC(NC(=O)C2=C(C)N(N=C2)C2=CC=CC(Cl)=C2)=C(F)C=C1F,,,,No 
CN(CC1=CC=C(C=C1)C#N)C1CCCC2=CC=CC=C12,,,,No 
CN1N(C(=O)C(NC(=O)CC2CCCCC2)=C1C)C1=CC=CC=C1,,,,No 
FC(F)(F)C1=CC=C(CC(=O)N2CCNC(=O)C2)C=C1,,,,No 
FC(F)OC1=CC=CC=C1C(=O)NCC1CCN(C1)C1=CC=CC=C1,,,,No 
FC1=CC=CC(=C1)C(=O)N1CCN(CC1)C1=NC=C(Cl)C=C1Cl,,,,No 
CN1N(C(=O)C(NC(=O)C2=CC3=CC=CC=C3N2)=C1C)C1=CC=CC=C1,,,,No 
ClC1=CC=C2OC(=CC2=C1)C(=O)N1CCN(CC2=CC=CC=N2)CC1,,,,No 
C1COC2=CC(NC3=NC=NC4=CC=CC=C34)=CC=C2O1,,,,No 
O=C(NC1CCCC1)C1=CC=CC=C1OC1=CC=CC=C1,,,,No 
CCN(CC)CC1=CC=CC=C1CNC(=O)N1CCC2=CC=CC=C2C1,,,,No 
